FraudFound,AccidentArea,Age,VehiclePrice,PastNumberOfClaims,Fault
No,Urban,24,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,28,"20,000 to 29,000",none,Third Party
No,Urban,55,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,0,"more than 69,000",none,Third Party
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,21,"20,000 to 29,000",2 to 4,Third Party
No,Rural,46,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,49,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,45,"less than 20,000",1,Policy Holder
No,Urban,45,"20,000 to 29,000",none,Policy Holder
No,Urban,48,"20,000 to 29,000",none,Third Party
No,Urban,43,"20,000 to 29,000",none,Policy Holder
No,Urban,35,"more than 69,000",none,Policy Holder
Yes,Rural,74,"20,000 to 29,000",none,Policy Holder
No,Urban,32,"more than 69,000",none,Third Party
No,Urban,24,"20,000 to 29,000",1,Policy Holder
No,Urban,30,"30,000 to 39,000",2 to 4,Third Party
No,Urban,42,"less than 20,000",none,Third Party
Yes,Rural,36,"less than 20,000",none,Policy Holder
No,Rural,39,"40,000 to 59,000",more than 4,Third Party
No,Urban,22,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,46,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,30,"20,000 to 29,000",2 to 4,Third Party
No,Urban,58,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,46,"20,000 to 29,000",more than 4,Third Party
No,Urban,71,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,42,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,52,"20,000 to 29,000",none,Policy Holder
No,Urban,53,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,58,"less than 20,000",1,Policy Holder
No,Urban,33,"less than 20,000",none,Third Party
No,Urban,0,"more than 69,000",none,Policy Holder
Yes,Urban,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,53,"30,000 to 39,000",1,Policy Holder
No,Urban,41,"20,000 to 29,000",none,Policy Holder
No,Urban,51,"less than 20,000",none,Policy Holder
No,Urban,41,"less than 20,000",none,Third Party
No,Urban,34,"20,000 to 29,000",1,Third Party
Yes,Rural,39,"40,000 to 59,000",1,Policy Holder
No,Urban,49,"40,000 to 59,000",more than 4,Policy Holder
No,Urban,30,"30,000 to 39,000",1,Policy Holder
No,Urban,61,"20,000 to 29,000",none,Policy Holder
No,Urban,51,"20,000 to 29,000",none,Third Party
Yes,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,80,"less than 20,000",1,Third Party
No,Urban,61,"20,000 to 29,000",2 to 4,Policy Holder
Yes,Urban,33,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"30,000 to 39,000",none,Policy Holder
Yes,Urban,37,"20,000 to 29,000",none,Policy Holder
No,Urban,57,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,55,"30,000 to 39,000",2 to 4,Policy Holder
Yes,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,38,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,49,"more than 69,000",1,Policy Holder
No,Urban,50,"20,000 to 29,000",none,Third Party
No,Urban,48,"30,000 to 39,000",2 to 4,Third Party
No,Urban,26,"less than 20,000",1,Policy Holder
No,Urban,46,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,64,"20,000 to 29,000",none,Policy Holder
No,Rural,72,"20,000 to 29,000",2 to 4,Third Party
No,Urban,51,"more than 69,000",more than 4,Third Party
No,Rural,64,"more than 69,000",none,Policy Holder
No,Urban,47,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"30,000 to 39,000",2 to 4,Policy Holder
Yes,Urban,29,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"more than 69,000",none,Policy Holder
No,Urban,38,"less than 20,000",none,Policy Holder
No,Urban,42,"30,000 to 39,000",1,Third Party
No,Urban,38,"less than 20,000",none,Third Party
No,Urban,28,"less than 20,000",2 to 4,Policy Holder
No,Urban,37,"20,000 to 29,000",none,Third Party
No,Urban,29,"30,000 to 39,000",1,Policy Holder
Yes,Urban,51,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,56,"20,000 to 29,000",1,Policy Holder
No,Urban,27,"20,000 to 29,000",none,Policy Holder
No,Urban,80,"less than 20,000",none,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Third Party
No,Urban,50,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,45,"20,000 to 29,000",1,Third Party
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Urban,33,"30,000 to 39,000",none,Policy Holder
No,Rural,64,"20,000 to 29,000",1,Policy Holder
No,Urban,27,"20,000 to 29,000",1,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Policy Holder
No,Urban,23,"20,000 to 29,000",none,Policy Holder
No,Urban,36,"20,000 to 29,000",none,Policy Holder
No,Rural,52,"20,000 to 29,000",1,Policy Holder
No,Urban,44,"less than 20,000",none,Third Party
No,Urban,65,"20,000 to 29,000",2 to 4,Third Party
No,Urban,45,"30,000 to 39,000",1,Third Party
No,Urban,40,"30,000 to 39,000",none,Policy Holder
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,24,"20,000 to 29,000",1,Third Party
No,Urban,50,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,38,"20,000 to 29,000",1,Third Party
No,Urban,51,"30,000 to 39,000",none,Policy Holder
No,Urban,35,"20,000 to 29,000",none,Third Party
No,Urban,41,"less than 20,000",none,Policy Holder
No,Urban,28,"20,000 to 29,000",2 to 4,Third Party
No,Urban,27,"more than 69,000",none,Third Party
No,Urban,26,"20,000 to 29,000",1,Third Party
No,Urban,44,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Urban,34,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,30,"20,000 to 29,000",1,Policy Holder
No,Urban,33,"20,000 to 29,000",1,Third Party
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Rural,36,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,26,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,30,"30,000 to 39,000",1,Policy Holder
No,Urban,46,"30,000 to 39,000",2 to 4,Third Party
No,Urban,32,"more than 69,000",none,Policy Holder
No,Urban,28,"20,000 to 29,000",1,Policy Holder
No,Urban,64,"20,000 to 29,000",1,Third Party
Yes,Urban,22,"less than 20,000",2 to 4,Policy Holder
No,Urban,35,"20,000 to 29,000",1,Policy Holder
No,Urban,33,"20,000 to 29,000",none,Third Party
No,Rural,48,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,30,"30,000 to 39,000",2 to 4,Third Party
No,Rural,29,"20,000 to 29,000",1,Third Party
No,Urban,30,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,34,"30,000 to 39,000",none,Policy Holder
No,Urban,41,"30,000 to 39,000",1,Policy Holder
No,Urban,27,"20,000 to 29,000",2 to 4,Policy Holder
Yes,Urban,28,"less than 20,000",2 to 4,Policy Holder
No,Urban,45,"40,000 to 59,000",more than 4,Third Party
No,Urban,60,"more than 69,000",1,Policy Holder
No,Urban,52,"40,000 to 59,000",2 to 4,Policy Holder
No,Urban,47,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,44,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"less than 20,000",none,Policy Holder
No,Rural,52,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,42,"30,000 to 39,000",none,Policy Holder
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,33,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,55,"20,000 to 29,000",none,Policy Holder
No,Urban,33,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,35,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,45,"20,000 to 29,000",none,Policy Holder
No,Urban,59,"40,000 to 59,000",1,Policy Holder
No,Urban,29,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,46,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,39,"20,000 to 29,000",2 to 4,Third Party
No,Urban,35,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,24,"more than 69,000",none,Policy Holder
No,Urban,40,"more than 69,000",1,Third Party
No,Urban,45,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,76,"20,000 to 29,000",none,Third Party
No,Rural,49,"20,000 to 29,000",1,Third Party
No,Urban,31,"30,000 to 39,000",2 to 4,Third Party
No,Urban,32,"more than 69,000",1,Third Party
No,Urban,44,"20,000 to 29,000",none,Third Party
No,Rural,65,"20,000 to 29,000",1,Third Party
Yes,Urban,30,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,34,"less than 20,000",none,Policy Holder
No,Urban,55,"20,000 to 29,000",more than 4,Third Party
Yes,Rural,42,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,28,"20,000 to 29,000",1,Third Party
No,Urban,38,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,26,"20,000 to 29,000",none,Policy Holder
No,Rural,43,"40,000 to 59,000",more than 4,Policy Holder
No,Urban,38,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,22,"less than 20,000",1,Policy Holder
No,Urban,46,"less than 20,000",1,Policy Holder
No,Urban,43,"30,000 to 39,000",1,Policy Holder
No,Urban,39,"20,000 to 29,000",1,Third Party
No,Urban,37,"30,000 to 39,000",2 to 4,Third Party
No,Urban,0,"more than 69,000",1,Third Party
No,Urban,71,"less than 20,000",2 to 4,Third Party
No,Urban,27,"20,000 to 29,000",1,Policy Holder
Yes,Urban,35,"60,000 to 69,000",1,Third Party
No,Urban,47,"more than 69,000",1,Third Party
No,Urban,34,"20,000 to 29,000",1,Third Party
Yes,Urban,78,"30,000 to 39,000",1,Policy Holder
No,Urban,60,"20,000 to 29,000",none,Policy Holder
No,Rural,32,"20,000 to 29,000",none,Policy Holder
No,Urban,57,"20,000 to 29,000",1,Policy Holder
No,Urban,41,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,34,"20,000 to 29,000",1,Policy Holder
No,Urban,31,"20,000 to 29,000",2 to 4,Third Party
No,Urban,47,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,49,"20,000 to 29,000",none,Policy Holder
No,Urban,35,"20,000 to 29,000",2 to 4,Third Party
No,Urban,28,"less than 20,000",1,Policy Holder
No,Urban,60,"20,000 to 29,000",1,Policy Holder
No,Urban,39,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,56,"20,000 to 29,000",1,Policy Holder
No,Urban,62,"40,000 to 59,000",2 to 4,Policy Holder
No,Urban,0,"more than 69,000",2 to 4,Policy Holder
No,Urban,25,"30,000 to 39,000",none,Policy Holder
No,Urban,52,"20,000 to 29,000",none,Policy Holder
No,Urban,76,"20,000 to 29,000",1,Third Party
No,Urban,77,"less than 20,000",none,Policy Holder
No,Urban,55,"more than 69,000",2 to 4,Third Party
No,Urban,31,"more than 69,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",none,Third Party
No,Urban,47,"more than 69,000",1,Third Party
No,Urban,48,"20,000 to 29,000",none,Third Party
No,Rural,45,"20,000 to 29,000",none,Policy Holder
No,Urban,26,"more than 69,000",2 to 4,Third Party
No,Urban,64,"30,000 to 39,000",1,Third Party
No,Urban,37,"20,000 to 29,000",2 to 4,Third Party
No,Urban,28,"20,000 to 29,000",none,Third Party
No,Urban,50,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,48,"20,000 to 29,000",none,Policy Holder
No,Urban,42,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,33,"20,000 to 29,000",1,Policy Holder
Yes,Rural,33,"20,000 to 29,000",1,Policy Holder
No,Urban,42,"20,000 to 29,000",2 to 4,Third Party
No,Rural,35,"less than 20,000",none,Policy Holder
No,Urban,44,"30,000 to 39,000",2 to 4,Third Party
No,Urban,34,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,47,"30,000 to 39,000",none,Third Party
No,Urban,29,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"more than 69,000",none,Policy Holder
No,Urban,31,"20,000 to 29,000",1,Policy Holder
No,Urban,49,"20,000 to 29,000",2 to 4,Third Party
No,Rural,36,"20,000 to 29,000",1,Policy Holder
No,Urban,51,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,40,"20,000 to 29,000",2 to 4,Third Party
Yes,Urban,35,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,36,"30,000 to 39,000",1,Policy Holder
No,Urban,38,"20,000 to 29,000",none,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,30,"30,000 to 39,000",2 to 4,Third Party
No,Urban,45,"20,000 to 29,000",1,Third Party
No,Urban,29,"30,000 to 39,000",1,Policy Holder
No,Rural,54,"60,000 to 69,000",none,Third Party
No,Urban,28,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,28,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,34,"20,000 to 29,000",1,Policy Holder
No,Urban,29,"20,000 to 29,000",2 to 4,Third Party
No,Urban,18,"20,000 to 29,000",none,Third Party
No,Urban,42,"more than 69,000",1,Policy Holder
No,Urban,38,"20,000 to 29,000",2 to 4,Third Party
No,Urban,44,"20,000 to 29,000",1,Policy Holder
No,Rural,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,36,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,45,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,39,"30,000 to 39,000",none,Third Party
No,Urban,55,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,35,"20,000 to 29,000",1,Third Party
No,Urban,33,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,28,"20,000 to 29,000",2 to 4,Third Party
No,Urban,42,"more than 69,000",1,Policy Holder
No,Urban,42,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,38,"20,000 to 29,000",2 to 4,Third Party
No,Urban,28,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,47,"30,000 to 39,000",none,Third Party
No,Urban,44,"20,000 to 29,000",more than 4,Policy Holder
No,Rural,62,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,57,"less than 20,000",none,Policy Holder
No,Urban,45,"more than 69,000",none,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Third Party
No,Urban,49,"30,000 to 39,000",1,Third Party
No,Urban,35,"more than 69,000",2 to 4,Policy Holder
No,Rural,26,"less than 20,000",none,Policy Holder
No,Rural,36,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,16,"more than 69,000",none,Policy Holder
No,Urban,31,"20,000 to 29,000",none,Third Party
No,Urban,30,"30,000 to 39,000",none,Policy Holder
No,Urban,30,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,42,"30,000 to 39,000",1,Third Party
No,Urban,78,"less than 20,000",none,Policy Holder
Yes,Urban,33,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,40,"20,000 to 29,000",1,Policy Holder
No,Urban,36,"30,000 to 39,000",more than 4,Third Party
No,Urban,43,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,36,"more than 69,000",none,Third Party
No,Urban,41,"more than 69,000",more than 4,Policy Holder
No,Urban,36,"less than 20,000",none,Third Party
No,Rural,41,"30,000 to 39,000",1,Third Party
No,Urban,27,"20,000 to 29,000",1,Policy Holder
No,Urban,32,"less than 20,000",1,Third Party
Yes,Urban,53,"20,000 to 29,000",none,Policy Holder
No,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,39,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,40,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,48,"20,000 to 29,000",2 to 4,Third Party
No,Urban,43,"20,000 to 29,000",1,Policy Holder
No,Urban,61,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,29,"more than 69,000",more than 4,Policy Holder
No,Rural,51,"more than 69,000",1,Policy Holder
No,Urban,60,"more than 69,000",2 to 4,Third Party
No,Rural,0,"more than 69,000",none,Policy Holder
No,Urban,27,"more than 69,000",more than 4,Third Party
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,27,"20,000 to 29,000",1,Policy Holder
No,Urban,43,"30,000 to 39,000",1,Policy Holder
No,Urban,35,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,45,"more than 69,000",2 to 4,Policy Holder
No,Rural,34,"30,000 to 39,000",none,Policy Holder
No,Urban,54,"30,000 to 39,000",none,Third Party
No,Urban,24,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,18,"20,000 to 29,000",none,Policy Holder
No,Urban,49,"30,000 to 39,000",more than 4,Policy Holder
Yes,Urban,39,"20,000 to 29,000",none,Policy Holder
No,Urban,36,"20,000 to 29,000",1,Policy Holder
No,Urban,46,"less than 20,000",none,Policy Holder
No,Urban,37,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",none,Third Party
No,Urban,27,"20,000 to 29,000",1,Policy Holder
No,Urban,30,"more than 69,000",2 to 4,Policy Holder
Yes,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,28,"20,000 to 29,000",none,Policy Holder
Yes,Urban,27,"more than 69,000",1,Policy Holder
No,Urban,43,"30,000 to 39,000",1,Third Party
No,Urban,65,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,43,"less than 20,000",none,Third Party
No,Urban,44,"20,000 to 29,000",none,Third Party
No,Urban,32,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,34,"less than 20,000",2 to 4,Policy Holder
No,Urban,29,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,54,"more than 69,000",more than 4,Policy Holder
No,Rural,54,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,37,"30,000 to 39,000",1,Policy Holder
No,Urban,31,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,27,"20,000 to 29,000",none,Policy Holder
No,Urban,60,"20,000 to 29,000",1,Policy Holder
Yes,Urban,43,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,55,"30,000 to 39,000",none,Third Party
No,Urban,33,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,24,"20,000 to 29,000",1,Third Party
No,Urban,40,"20,000 to 29,000",none,Policy Holder
No,Urban,44,"30,000 to 39,000",1,Policy Holder
No,Rural,45,"30,000 to 39,000",2 to 4,Third Party
No,Urban,53,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,44,"30,000 to 39,000",none,Policy Holder
No,Urban,35,"40,000 to 59,000",more than 4,Policy Holder
Yes,Urban,33,"20,000 to 29,000",none,Policy Holder
No,Urban,48,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,52,"20,000 to 29,000",1,Third Party
No,Urban,22,"more than 69,000",none,Third Party
Yes,Urban,27,"30,000 to 39,000",1,Policy Holder
No,Urban,40,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,50,"20,000 to 29,000",none,Policy Holder
Yes,Urban,39,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,49,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,27,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,57,"30,000 to 39,000",none,Policy Holder
No,Urban,21,"20,000 to 29,000",1,Policy Holder
No,Urban,27,"less than 20,000",none,Policy Holder
No,Urban,30,"20,000 to 29,000",1,Policy Holder
No,Urban,29,"more than 69,000",none,Third Party
No,Urban,43,"30,000 to 39,000",1,Third Party
No,Urban,47,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,43,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,54,"20,000 to 29,000",none,Third Party
No,Urban,42,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,33,"30,000 to 39,000",2 to 4,Policy Holder
Yes,Urban,0,"more than 69,000",none,Policy Holder
No,Urban,32,"20,000 to 29,000",1,Policy Holder
No,Urban,43,"30,000 to 39,000",1,Policy Holder
No,Rural,48,"20,000 to 29,000",1,Third Party
Yes,Urban,65,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,63,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,31,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,35,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,54,"20,000 to 29,000",1,Third Party
No,Urban,34,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,49,"40,000 to 59,000",more than 4,Third Party
No,Rural,44,"more than 69,000",none,Policy Holder
No,Rural,28,"more than 69,000",1,Third Party
No,Urban,62,"20,000 to 29,000",more than 4,Policy Holder
No,Urban,49,"more than 69,000",2 to 4,Policy Holder
No,Urban,31,"30,000 to 39,000",1,Policy Holder
No,Urban,47,"20,000 to 29,000",1,Policy Holder
No,Rural,40,"less than 20,000",2 to 4,Policy Holder
No,Urban,34,"20,000 to 29,000",1,Policy Holder
No,Urban,38,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,33,"less than 20,000",none,Policy Holder
No,Urban,30,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,58,"30,000 to 39,000",2 to 4,Third Party
No,Urban,26,"more than 69,000",1,Third Party
No,Urban,34,"more than 69,000",none,Third Party
No,Urban,44,"20,000 to 29,000",2 to 4,Third Party
No,Urban,41,"30,000 to 39,000",2 to 4,Third Party
No,Urban,64,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,45,"30,000 to 39,000",2 to 4,Policy Holder
No,Rural,31,"20,000 to 29,000",1,Third Party
No,Urban,45,"more than 69,000",2 to 4,Third Party
No,Urban,47,"30,000 to 39,000",2 to 4,Third Party
No,Urban,27,"20,000 to 29,000",2 to 4,Third Party
No,Urban,31,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,50,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,32,"more than 69,000",1,Policy Holder
Yes,Urban,38,"20,000 to 29,000",1,Policy Holder
No,Urban,41,"30,000 to 39,000",1,Policy Holder
No,Urban,26,"20,000 to 29,000",2 to 4,Policy Holder
No,Rural,33,"30,000 to 39,000",more than 4,Policy Holder
No,Urban,31,"20,000 to 29,000",2 to 4,Policy Holder
No,Urban,41,"30,000 to 39,000",none,Policy Holder
No,Rural,36,"40,000 to 59,000",1,Third Party
No,Urban,39,"more than 69,000",2 to 4,Policy Holder
No,Urban,53,"30,000 to 39,000",more than 4,Policy Holder
Yes,Urban,48,"20,000 to 29,000",none,Policy Holder
No,Urban,31,"20,000 to 29,000",none,Third Party
No,Urban,51,"less than 20,000",none,Third Party
No,Urban,45,"20,000 to 29,000",none,Third Party
Yes,Rural,24,"30,000 to 39,000",2 to 4,Policy Holder
No,Urban,29,"less than 20,000",none,Third Party
No,Urban,31,"20,000 to 29,000",more than 4,Policy Holder
